Ticker,Direccion,Regimen_Mercado,Fecha_Entrada,Fecha_Salida,Precio_Entrada,Precio_Salida,Volumen_Acciones,Exposicion_EUR,Ganancia_Pct,PnL_Neto_EUR,Motivo_Salida,Confianza_IA
NVDA,LONG,Bolsa Americana (NASDAQ),2025-12-31 14:30:00,2026-01-14 14:30:00,189.015,181.6443,52.9059,10000.0,-3.9%,-389.95,TRAILING_STOP,97.6500015258789%
GOOGL,LONG,Bolsa Americana (NASDAQ),2025-12-31 14:30:00,2026-01-20 17:30:00,314.01,324.59,31.8461,10000.0,3.37%,336.93,TIEMPO_MAX,97.11000061035156%
AMD,LONG,Bolsa Americana (NASDAQ),2025-12-31 15:30:00,2026-01-06 14:30:00,216.54,219.5342,46.1808,10000.0,1.38%,138.27,TRAILING_STOP,98.63999938964844%
AAL.L,LONG,Bolsa de Londres (FTSE),2026-01-05 14:00:00,2026-01-07 14:00:00,3151.0,3135.0904,3.1736,10000.0,-0.5%,-50.49,TRAILING_STOP,96.7300033569336%
GOLD,LONG,Materias Primas,2026-01-07 01:00:00,2026-01-12 23:00:00,4476.5,4607.6001,2.2339,10000.0,2.93%,292.86,TIEMPO_MAX,93.45999908447266%
ACS,LONG,Bolsa Española (IBEX),2026-01-08 08:00:00,2026-01-21 13:00:00,92.1,91.4287,251.0,23150.32,-0.73%,-191.88,TRAILING_STOP,95.65%
ITX,LONG,Bolsa Española (IBEX),2026-01-08 12:00:00,2026-01-26 12:00:00,56.54,54.5454,846.0,47851.9,-3.53%,-1735.95,TRAILING_STOP,95.85%
AENA,LONG,Bolsa Española (IBEX),2026-01-12 11:00:00,2026-02-04 08:00:00,25.12,26.77,1027.0,25805.05,6.57%,1669.19,TIEMPO_MAX,93.99%
FCC,LONG,Bolsa Española (IBEX),2026-01-12 11:00:00,2026-02-04 16:00:00,11.06,11.3,1167.0,12902.53,2.17%,267.08,TIEMPO_MAX,94.48%
GOLD,LONG,Materias Primas,2026-01-13 18:00:00,2026-01-20 21:00:00,4602.2998,4769.1001,2.1728,10000.0,3.62%,362.43,TIEMPO_MAX,95.5999984741211%
AZN.L,LONG,Bolsa de Londres (FTSE),2026-01-14 10:00:00,2026-01-20 08:00:00,14392.0,13845.128,0.6948,10000.0,-3.8%,-379.98,TRAILING_STOP,95.58000183105469%
LDA,LONG,Bolsa Española (IBEX),2026-01-15 08:00:00,2026-01-26 10:00:00,1.118,1.1491,11546.0,12908.19,2.78%,346.4,TRAILING_STOP,97.51%
MEL,LONG,Bolsa Española (IBEX),2026-01-15 08:00:00,2026-01-20 15:00:00,7.785,7.4191,1658.0,12908.19,-4.7%,-619.59,TRAILING_STOP,96.44%
GLEN.L,LONG,Bolsa de Londres (FTSE),2026-01-15 16:00:00,2026-01-22 15:00:00,491.85,482.2255,20.3314,10000.0,-1.96%,-195.68,TRAILING_STOP,93.70999908447266%
BP.L,LONG,Bolsa de Londres (FTSE),2026-01-16 12:00:00,2026-02-02 08:00:00,439.4,450.423,22.7583,10000.0,2.51%,250.87,TRAILING_STOP,95.45999908447266%
SHEL.L,LONG,Bolsa de Londres (FTSE),2026-01-16 13:00:00,2026-01-27 08:00:00,2761.0,2668.1416,3.6219,10000.0,-3.36%,-336.32,TRAILING_STOP,97.8499984741211%
BKT,LONG,Bolsa Española (IBEX),2026-01-19 08:00:00,2026-02-10 14:00:00,14.215,14.455,1827.0,25969.19,1.69%,412.48,TIEMPO_MAX,97.07%
LLOY.L,LONG,Bolsa de Londres (FTSE),2026-01-19 08:00:00,2026-02-04 10:00:00,101.25,113.45,98.7654,10000.0,12.05%,1204.94,TIEMPO_MAX,93.94000244140625%
HSBA.L,LONG,Bolsa de Londres (FTSE),2026-01-20 08:00:00,2026-02-05 10:00:00,1223.4,1299.2,8.1739,10000.0,6.2%,619.58,TIEMPO_MAX,95.04000091552734%
AMD,LONG,Bolsa Americana (NASDAQ),2026-01-21 19:30:00,2026-01-27 14:30:00,249.2,249.6706,40.1284,10000.0,0.19%,18.89,TRAILING_STOP,97.98999786376953%
GOLD,LONG,Materias Primas,2026-01-22 00:00:00,2026-01-27 21:00:00,4798.7998,5179.6001,2.0839,10000.0,7.94%,793.53,TIEMPO_MAX,95.18000030517578%
MAP,LONG,Bolsa Española (IBEX),2026-01-22 08:00:00,2026-02-12 08:00:00,3.922,3.7951,6325.0,24805.78,-3.24%,-827.29,TRAILING_STOP,97.27%
MRL,LONG,Bolsa Española (IBEX),2026-01-27 09:00:00,2026-02-18 15:00:00,12.45,13.68,1975.0,24592.35,9.88%,2405.01,TIEMPO_MAX,93.02%
GLEN.L,LONG,Bolsa de Londres (FTSE),2026-01-28 13:00:00,2026-01-29 15:00:00,508.1,512.875,19.6812,10000.0,0.94%,93.98,TRAILING_STOP,95.51000213623047%
DOM,LONG,Bolsa Española (IBEX),2026-01-29 08:00:00,2026-02-04 08:00:00,3.45,3.3595,3713.0,12808.51,-2.62%,-348.89,TRAILING_STOP,98.1%
LOG,LONG,Bolsa Española (IBEX),2026-01-29 08:00:00,2026-02-20 14:00:00,30.48,33.48,420.0,12808.51,9.84%,1247.87,TIEMPO_MAX,95.65%
FDR,LONG,Bolsa Española (IBEX),2026-01-29 08:00:00,2026-02-19 09:00:00,24.92,24.7779,514.0,12808.51,-0.57%,-85.85,TRAILING_STOP,95.95%
NVDA,LONG,Bolsa Americana (NASDAQ),2026-01-30 17:30:00,2026-02-03 14:30:00,191.27,180.0402,52.2821,10000.0,-5.87%,-587.12,TRAILING_STOP,97.33000183105469%
GOOGL,LONG,Bolsa Americana (NASDAQ),2026-01-30 19:30:00,2026-02-05 14:30:00,337.37,327.3969,29.641,10000.0,-2.96%,-295.61,TRAILING_STOP,97.69999694824219%
AMZN,LONG,Bolsa Americana (NASDAQ),2026-02-02 14:30:00,2026-02-05 14:30:00,244.755,231.1009,40.8572,10000.0,-5.58%,-557.87,TRAILING_STOP,97.3499984741211%
GOLD,LONG,Materias Primas,2026-02-04 13:00:00,2026-02-05 23:00:00,5077.0,4768.4015,1.9697,10000.0,-6.08%,-607.84,TRAILING_STOP,98.11000061035156%
TRE,LONG,Bolsa Española (IBEX),2026-02-05 08:00:00,2026-02-26 08:00:00,30.66,33.642,405.0,12418.08,9.73%,1195.37,TRAILING_STOP,97.66%
IDR,LONG,Bolsa Española (IBEX),2026-02-05 08:00:00,2026-02-13 08:00:00,45.68,49.707,1019.0,46567.82,8.82%,4058.7,TRAILING_STOP,97.56%
GSK.L,LONG,Bolsa de Londres (FTSE),2026-02-05 16:00:00,2026-02-10 15:00:00,2180.0,2132.0152,4.5872,10000.0,-2.2%,-220.11,TRAILING_STOP,93.61000061035156%
GOLD,LONG,Materias Primas,2026-02-10 08:00:00,2026-02-17 06:00:00,5063.7998,4930.0,1.9748,10000.0,-2.64%,-264.23,TIEMPO_MAX,95.33000183105469%
AAPL,LONG,Bolsa Americana (NASDAQ),2026-02-11 19:30:00,2026-02-13 14:30:00,276.05,259.4315,36.2253,10000.0,-6.02%,-602.01,TRAILING_STOP,96.55000305175781%
CLNX,LONG,Bolsa Española (IBEX),2026-02-12 08:00:00,2026-03-03 09:00:00,28.95,30.9109,1604.0,46448.35,6.77%,3099.76,TRAILING_STOP,96.58%
MAP,LONG,Bolsa Española (IBEX),2026-02-16 08:00:00,2026-03-02 08:00:00,3.864,3.8254,6572.0,25395.87,-1.0%,-279.36,TRAILING_STOP,97.22%
NTGY,LONG,Bolsa Española (IBEX),2026-02-16 08:00:00,2026-02-18 16:00:00,25.98,25.3827,978.0,25395.87,-2.3%,-609.27,TRAILING_STOP,96.88%
BBVA,LONG,Bolsa Española (IBEX),2026-02-19 08:00:00,2026-03-02 08:00:00,19.845,19.2402,2527.0,50140.03,-3.05%,-1578.22,TRAILING_STOP,97.12%
ROVI,LONG,Bolsa Española (IBEX),2026-02-19 09:00:00,2026-02-25 08:00:00,79.05,78.1987,156.0,12316.08,-1.08%,-144.94,TRAILING_STOP,93.02%
OIL,LONG,Materias Primas,2026-02-20 03:00:00,2026-02-26 01:00:00,66.64,65.62,150.06,10000.0,-1.53%,-153.06,TIEMPO_MAX,94.5199966430664%
GOLD,LONG,Materias Primas,2026-02-20 12:00:00,2026-02-26 10:00:00,5044.5,5187.1001,1.9824,10000.0,2.83%,282.68,TIEMPO_MAX,94.30000305175781%
FCC,LONG,Bolsa Española (IBEX),2026-02-23 08:00:00,2026-03-02 08:00:00,11.82,11.529,1139.0,13463.64,-2.46%,-344.93,TRAILING_STOP,97.36%
GLEN.L,LONG,Bolsa de Londres (FTSE),2026-02-25 09:00:00,2026-03-03 08:00:00,531.4,525.0772,18.8182,10000.0,-1.19%,-118.98,TRAILING_STOP,95.41999816894531%
SHEL.L,LONG,Bolsa de Londres (FTSE),2026-02-25 14:00:00,2026-03-02 10:00:00,2989.0,3149.5024,3.3456,10000.0,5.37%,536.98,TRAILING_STOP,95.51000213623047%
FDR,LONG,Bolsa Española (IBEX),2026-02-26 08:00:00,2026-03-03 08:00:00,22.7,21.8673,573.0,13005.76,-3.67%,-490.09,TRAILING_STOP,96.68%
ALM,LONG,Bolsa Española (IBEX),2026-02-26 08:00:00,2026-03-02 08:00:00,13.16,12.5415,988.0,13005.76,-4.7%,-624.28,TRAILING_STOP,96.09%
GRF,LONG,Bolsa Española (IBEX),2026-03-02 08:00:00,2026-03-03 09:00:00,10.35,10.0831,2372.0,24554.24,-2.58%,-657.63,TRAILING_STOP,97.66%
ROVI,LONG,Bolsa Española (IBEX),2026-03-02 08:00:00,2026-03-09 08:00:00,82.2,79.38,143.0,11786.04,-3.43%,-416.12,TRAILING_STOP,96.78%
IAG,LONG,Bolsa Española (IBEX),2026-03-02 08:00:00,2026-03-03 08:00:00,4.539,4.4056,10566.0,47957.5,-2.94%,-1457.52,TRAILING_STOP,96.97%
ANE,LONG,Bolsa Española (IBEX),2026-03-02 08:00:00,2026-03-03 08:00:00,21.86,20.8326,539.0,11786.04,-4.7%,-565.73,TRAILING_STOP,97.12%
OIL,LONG,Materias Primas,2026-03-03 11:00:00,2026-03-03 19:00:00,77.18,73.1608,129.5672,10000.0,-5.21%,-520.75,TRAILING_STOP,93.4800033569336%
NFLX,LONG,Bolsa Americana (NASDAQ),2026-03-04 20:30:00,2026-03-12 15:30:00,98.62,93.9882,101.3993,10000.0,-4.7%,-469.66,TRAILING_STOP,96.0%
TRE,LONG,Bolsa Española (IBEX),2026-03-05 08:00:00,2026-03-05 09:00:00,30.82,30.9393,352.0,10857.37,0.39%,31.17,TRAILING_STOP,96.88%
CIE,LONG,Bolsa Española (IBEX),2026-03-05 08:00:00,2026-03-09 08:00:00,29.55,28.2555,367.0,10857.37,-4.38%,-486.49,TRAILING_STOP,96.73%
PHM,LONG,Bolsa Española (IBEX),2026-03-05 08:00:00,2026-03-09 08:00:00,81.25,77.49,134.0,10857.37,-4.63%,-513.3,TRAILING_STOP,96.88%
VIS,LONG,Bolsa Española (IBEX),2026-03-05 08:00:00,2026-03-23 08:00:00,59.9,57.0847,181.0,10857.37,-4.7%,-521.15,TRAILING_STOP,96.88%
ACX,LONG,Bolsa Española (IBEX),2026-03-05 08:00:00,2026-03-09 08:00:00,12.88,12.3322,1829.0,23561.99,-4.25%,-1025.59,TRAILING_STOP,96.97%
BKT,LONG,Bolsa Española (IBEX),2026-03-05 08:00:00,2026-03-09 08:00:00,13.525,12.9654,1742.0,23561.99,-4.14%,-998.44,TRAILING_STOP,97.02%
DOM,LONG,Bolsa Española (IBEX),2026-03-05 08:00:00,2026-03-19 08:00:00,3.09,2.972,3514.0,10857.37,-3.82%,-425.39,TRAILING_STOP,96.97%
SAB,LONG,Bolsa Española (IBEX),2026-03-05 08:00:00,2026-03-09 08:00:00,3.051,2.9191,15712.0,47937.0,-4.32%,-2120.26,TRAILING_STOP,97.31%
FCC,LONG,Bolsa Española (IBEX),2026-03-05 12:00:00,2026-03-09 08:00:00,11.02,10.6407,1153.0,12705.5,-3.44%,-450.02,TRAILING_STOP,95.02%
MSFT,LONG,Bolsa Americana (NASDAQ),2026-03-05 20:30:00,2026-03-19 18:30:00,410.72,387.4822,24.3475,10000.0,-5.66%,-565.78,TRAILING_STOP,96.56999969482422%
MAP,LONG,Bolsa Española (IBEX),2026-03-09 08:00:00,2026-03-31 13:00:00,3.576,3.854,5854.0,20934.71,7.77%,1606.54,TIEMPO_MAX,97.31%
BBVA,LONG,Bolsa Española (IBEX),2026-03-09 08:00:00,2026-03-12 12:00:00,17.745,18.1062,2500.0,44366.43,2.04%,858.71,TRAILING_STOP,97.75%
SCYR,LONG,Bolsa Española (IBEX),2026-03-09 08:00:00,2026-03-20 14:00:00,3.954,4.0616,5295.0,20934.71,2.72%,548.81,TRAILING_STOP,97.71%
MTS,LONG,Bolsa Española (IBEX),2026-03-09 08:00:00,2026-03-12 13:00:00,43.77,46.9665,478.0,20934.71,7.3%,1507.92,TRAILING_STOP,96.0%
TRE,LONG,Bolsa Española (IBEX),2026-03-09 08:00:00,2026-03-12 08:00:00,28.76,30.5991,362.0,10401.78,6.39%,654.76,TRAILING_STOP,97.22%
NTGY,LONG,Bolsa Española (IBEX),2026-03-09 08:00:00,2026-03-24 08:00:00,24.84,25.1937,843.0,20934.71,1.42%,277.16,TRAILING_STOP,96.34%
ETH-USD,LONG,Criptomonedas (ETFs),2026-03-11 01:00:00,2026-03-12 02:00:00,2036.5472,2025.3829,4.9103,10000.0,-0.55%,-54.82,TIEMPO_MAX,94.81999969482422%
IDR,LONG,Bolsa Española (IBEX),2026-03-12 12:00:00,2026-03-13 08:00:00,61.8,58.8954,786.0,48594.69,-4.7%,-2332.54,TRAILING_STOP,95.12%
SHEL.L,LONG,Bolsa de Londres (FTSE),2026-03-12 14:00:00,2026-03-23 11:00:00,3296.5,3353.192,3.0335,10000.0,1.72%,171.98,TRAILING_STOP,93.83999633789062%
AENA,LONG,Bolsa Española (IBEX),2026-03-12 14:00:00,2026-03-23 08:00:00,25.68,24.7684,972.0,24954.78,-3.55%,-910.76,TRAILING_STOP,93.41%
MRL,LONG,Bolsa Española (IBEX),2026-03-13 11:00:00,2026-03-20 14:00:00,13.69,13.8348,1797.0,24598.75,1.06%,235.58,TRAILING_STOP,95.95%
OIL,LONG,Materias Primas,2026-03-13 17:00:00,2026-03-16 12:00:00,97.98,95.4712,102.0616,10000.0,-2.56%,-256.05,TRAILING_STOP,94.38999938964844%
LDA,LONG,Bolsa Española (IBEX),2026-03-16 08:00:00,2026-03-23 08:00:00,1.174,1.134,10411.0,12222.32,-3.41%,-428.66,TRAILING_STOP,96.04%
FDR,LONG,Bolsa Española (IBEX),2026-03-16 08:00:00,2026-03-19 08:00:00,20.08,19.3914,609.0,12222.32,-3.43%,-431.36,TRAILING_STOP,96.04%
BP.L,LONG,Bolsa de Londres (FTSE),2026-03-18 12:00:00,2026-03-23 08:00:00,553.6,560.7229,18.0636,10000.0,1.29%,128.66,TRAILING_STOP,94.63999938964844%
MTS,LONG,Bolsa Española (IBEX),2026-03-19 08:00:00,2026-03-20 15:00:00,42.86,41.8352,571.0,24467.98,-2.39%,-609.54,TRAILING_STOP,96.34%
SAN,LONG,Bolsa Española (IBEX),2026-03-23 08:00:00,2026-03-23 11:00:00,9.048,9.3659,5049.0,45681.19,3.51%,1559.29,TRAILING_STOP,96.48%
ALM,LONG,Bolsa Española (IBEX),2026-03-23 08:00:00,2026-04-16 13:00:00,11.08,12.74,922.0,10217.22,14.98%,1520.52,TIEMPO_MAX,96.34%
FCC,LONG,Bolsa Española (IBEX),2026-03-23 08:00:00,2026-04-17 09:00:00,10.3,11.46,992.0,10217.22,11.26%,1140.46,TIEMPO_MAX,97.12%
CLNX,LONG,Bolsa Española (IBEX),2026-03-23 08:00:00,2026-04-16 13:00:00,25.02,29.75,1826.0,45681.19,18.9%,8590.29,TIEMPO_MAX,97.17%
REP,LONG,Bolsa Española (IBEX),2026-03-23 11:00:00,2026-04-01 07:00:00,22.59,23.3509,2127.0,48052.36,3.37%,1570.6,TRAILING_STOP,93.26%
VIS,LONG,Bolsa Española (IBEX),2026-03-26 08:00:00,2026-04-16 07:00:00,57.8,58.8735,179.0,10335.51,1.86%,181.62,TRAILING_STOP,96.83%
FDR,LONG,Bolsa Española (IBEX),2026-03-26 08:00:00,2026-04-21 15:00:00,19.52,21.3,529.0,10335.51,9.12%,932.14,TIEMPO_MAX,97.36%
OIL,LONG,Materias Primas,2026-03-27 18:00:00,2026-03-31 16:00:00,99.17,100.2561,100.8369,10000.0,1.1%,109.51,TRAILING_STOP,95.19000244140625%
GSK.L,LONG,Bolsa de Londres (FTSE),2026-03-31 09:00:00,2026-04-16 07:00:00,2077.0,2115.6816,4.8146,10000.0,1.86%,186.24,TRAILING_STOP,94.48999786376953%
SHEL.L,LONG,Bolsa de Londres (FTSE),2026-03-31 14:00:00,2026-04-01 14:00:00,3587.5,3451.1936,2.7875,10000.0,-3.8%,-379.95,TRAILING_STOP,93.81999969482422%
BP.L,LONG,Bolsa de Londres (FTSE),2026-03-31 15:00:00,2026-04-01 13:00:00,607.45,583.638,16.4623,10000.0,-3.92%,-392.0,TRAILING_STOP,94.47000122070312%
GOLD,LONG,Materias Primas,2026-04-01 10:00:00,2026-04-08 08:00:00,4758.7002,4821.7998,2.1014,10000.0,1.33%,132.6,TIEMPO_MAX,95.05000305175781%
AZN.L,LONG,Bolsa de Londres (FTSE),2026-04-01 13:00:00,2026-04-15 15:00:00,15062.0,14844.36,0.6639,10000.0,-1.44%,-144.5,TRAILING_STOP,95.66999816894531%
AENA,LONG,Bolsa Española (IBEX),2026-04-02 07:00:00,2026-04-23 07:00:00,25.79,25.6851,1015.0,26180.61,-0.41%,-132.67,TRAILING_STOP,96.78%
ACS,LONG,Bolsa Española (IBEX),2026-04-02 07:00:00,2026-04-28 15:00:00,108.5,119.0,452.0,49088.64,9.68%,4701.43,TIEMPO_MAX,97.22%
OIL,LONG,Materias Primas,2026-04-07 01:00:00,2026-04-07 19:00:00,114.92,110.3605,87.0171,10000.0,-3.97%,-396.76,TRAILING_STOP,95.2699966430664%
RIO.L,LONG,Bolsa de Londres (FTSE),2026-04-07 13:00:00,2026-04-09 08:00:00,7110.0,7278.06,1.4065,10000.0,2.36%,236.37,TRAILING_STOP,95.7699966430664%
GLEN.L,LONG,Bolsa de Londres (FTSE),2026-04-08 11:00:00,2026-04-16 08:00:00,564.1,554.9581,17.7274,10000.0,-1.62%,-162.06,TRAILING_STOP,94.33000183105469%
HSBA.L,LONG,Bolsa de Londres (FTSE),2026-04-08 13:00:00,2026-04-27 08:00:00,1346.8,1327.2,7.425,10000.0,-1.46%,-145.53,TIEMPO_MAX,93.68000030517578%
LLOY.L,LONG,Bolsa de Londres (FTSE),2026-04-08 14:00:00,2026-04-09 08:00:00,102.98,99.8848,97.1062,10000.0,-3.01%,-300.57,TRAILING_STOP,93.87999725341797%
BARC.L,LONG,Bolsa de Londres (FTSE),2026-04-09 10:00:00,2026-04-22 07:00:00,431.4,437.3081,23.1803,10000.0,1.37%,136.95,TRAILING_STOP,93.66000366210938%
GOOGL,LONG,Bolsa Americana (NASDAQ),2026-04-09 15:30:00,2026-04-27 18:30:00,318.74,352.49,31.3735,10000.0,10.59%,1058.86,TIEMPO_MAX,96.1500015258789%
AMD,LONG,Bolsa Americana (NASDAQ),2026-04-09 19:30:00,2026-04-27 13:30:00,236.64,331.1399,42.2583,10000.0,39.93%,3993.4,TRAILING_STOP,96.01000213623047%
NVDA,LONG,Bolsa Americana (NASDAQ),2026-04-09 19:30:00,2026-04-28 15:30:00,183.85,210.11,54.3922,10000.0,14.28%,1428.34,TIEMPO_MAX,97.13999938964844%
NFLX,LONG,Bolsa Americana (NASDAQ),2026-04-10 13:30:00,2026-04-17 13:30:00,101.9707,102.1966,98.0674,10000.0,0.22%,22.15,TRAILING_STOP,96.66000366210938%
AVGO,LONG,Bolsa Americana (NASDAQ),2026-04-10 17:30:00,2026-04-28 13:30:00,373.84,402.7357,26.7494,10000.0,7.73%,772.94,TRAILING_STOP,96.7699966430664%
AMZN,LONG,Bolsa Americana (NASDAQ),2026-04-15 13:30:00,2026-04-30 15:30:00,247.93,256.9174,40.334,10000.0,3.62%,362.5,TRAILING_STOP,95.91999816894531%
ENG,LONG,Bolsa Española (IBEX),2026-04-16 13:00:00,2026-05-12 12:00:00,16.9,16.54,1647.0,27827.4,-2.13%,-620.6,TIEMPO_MAX,93.16%
SLR,LONG,Bolsa Española (IBEX),2026-04-16 13:00:00,2026-04-17 14:00:00,23.89,23.247,1165.0,27827.4,-2.69%,-776.8,TRAILING_STOP,96.0%
ROVI,LONG,Bolsa Española (IBEX),2026-04-16 15:00:00,2026-04-24 07:00:00,83.9,81.9315,166.0,13913.7,-2.35%,-340.36,TRAILING_STOP,95.41%
META,LONG,Bolsa Americana (NASDAQ),2026-04-16 17:30:00,2026-04-30 13:30:00,672.62,648.6962,14.8672,10000.0,-3.56%,-355.68,TRAILING_STOP,96.33000183105469%
VIS,LONG,Bolsa Española (IBEX),2026-04-20 09:00:00,2026-05-14 07:00:00,58.8,58.2,237.0,13942.79,-1.02%,-156.22,TIEMPO_MAX,97.85%
ACX,LONG,Bolsa Española (IBEX),2026-04-20 09:00:00,2026-05-08 07:00:00,13.4,14.364,1998.0,26770.16,7.19%,1899.08,TRAILING_STOP,97.12%
MSFT,LONG,Bolsa Americana (NASDAQ),2026-04-21 15:30:00,2026-04-30 13:30:00,424.95,406.7977,23.5322,10000.0,-4.27%,-427.16,TRAILING_STOP,97.91999816894531%
FCC,LONG,Bolsa Española (IBEX),2026-04-23 08:00:00,2026-05-15 07:00:00,11.08,11.38,1264.0,14006.75,2.71%,365.24,TIEMPO_MAX,96.92%
UNI,LONG,Bolsa Española (IBEX),2026-04-23 09:00:00,2026-05-05 07:00:00,2.694,2.6233,9583.0,25817.24,-2.62%,-703.16,TRAILING_STOP,96.34%
OIL,LONG,Materias Primas,2026-04-23 18:00:00,2026-04-29 16:00:00,96.71,107.14,103.4019,10000.0,10.78%,1078.48,TIEMPO_MAX,94.3499984741211%
MAP,LONG,Bolsa Española (IBEX),2026-04-27 07:00:00,2026-05-15 08:00:00,4.048,4.188,3315.0,13420.34,3.46%,450.72,TIEMPO_MAX,95.95%
AMD,LONG,Bolsa Americana (NASDAQ),2026-04-27 19:30:00,2026-04-28 13:30:00,334.48,313.7757,29.8972,10000.0,-6.19%,-619.0,TRAILING_STOP,96.7699966430664%
SHEL.L,LONG,Bolsa de Londres (FTSE),2026-04-28 12:00:00,2026-05-06 09:00:00,3301.5,3210.9936,3.0289,10000.0,-2.74%,-274.14,TRAILING_STOP,96.33000183105469%
AMS,LONG,Bolsa Española (IBEX),2026-04-30 07:00:00,2026-05-12 07:00:00,48.28,50.8032,1115.0,53833.63,5.23%,2759.61,TRAILING_STOP,96.73%
AMD,LONG,Bolsa Americana (NASDAQ),2026-05-01 13:30:00,2026-05-04 14:30:00,352.215,340.3333,28.3917,10000.0,-3.37%,-337.34,TRAILING_STOP,95.88999938964844%
AENA,LONG,Bolsa Española (IBEX),2026-05-07 07:00:00,2026-05-12 07:00:00,24.34,23.2092,1040.0,25302.36,-4.65%,-1200.81,TRAILING_STOP,98.29%
GOLD,LONG,Materias Primas,2026-05-07 08:00:00,2026-05-13 06:00:00,4741.1001,4709.7998,2.1092,10000.0,-0.66%,-66.02,TIEMPO_MAX,95.31999969482422%
GOOGL,LONG,Bolsa Americana (NASDAQ),2026-05-08 15:30:00,2026-05-15 19:30:00,398.55,396.79,25.091,10000.0,-0.44%,-44.16,TIEMPO_MAX,96.86000061035156%
TSLA,LONG,Bolsa Americana (NASDAQ),2026-05-08 18:30:00,2026-05-15 13:30:00,425.34,425.3345,23.5106,10000.0,-0.0%,-0.13,TRAILING_STOP,96.01000213623047%
ROVI,LONG,Bolsa Española (IBEX),2026-05-11 07:00:00,2026-05-13 08:00:00,62.85,60.1493,221.0,13873.26,-4.3%,-610.03,TRAILING_STOP,98.68%
DOM,LONG,Bolsa Española (IBEX),2026-05-11 07:00:00,2026-05-14 11:00:00,3.3,3.1468,4204.0,13873.26,-4.64%,-657.72,TRAILING_STOP,95.8%
AAPL,LONG,Bolsa Americana (NASDAQ),2026-05-11 13:30:00,2026-05-15 19:30:00,292.045,300.22,34.2413,10000.0,2.8%,279.92,TIEMPO_MAX,95.75%
OIL,LONG,Materias Primas,2026-05-13 00:00:00,2026-05-15 20:00:00,101.46,101.02,98.561,10000.0,-0.43%,-43.37,TIEMPO_MAX,93.54000091552734%
AAL.L,LONG,Bolsa de Londres (FTSE),2026-05-13 10:00:00,2026-05-15 07:00:00,4051.0,3957.0548,2.4685,10000.0,-2.32%,-231.91,TRAILING_STOP,95.16999816894531%
RIO.L,LONG,Bolsa de Londres (FTSE),2026-05-13 11:00:00,2026-05-15 07:00:00,8204.0,7950.62,1.2189,10000.0,-3.09%,-308.85,TRAILING_STOP,94.33000183105469%
GRF,LONG,Bolsa Española (IBEX),2026-05-14 07:00:00,2026-05-15 08:00:00,9.044,9.124,2948.0,26662.01,0.88%,209.18,TIEMPO_MAX,96.58%
BBVA,LONG,Bolsa Española (IBEX),2026-05-14 07:00:00,2026-05-15 08:00:00,18.785,18.7,2888.0,54244.0,-0.45%,-299.69,TIEMPO_MAX,96.53%
FDR,LONG,Bolsa Española (IBEX),2026-05-14 07:00:00,2026-05-15 08:00:00,18.7,18.4,684.0,12797.76,-1.6%,-218.11,TIEMPO_MAX,96.73%
ENC,LONG,Bolsa Española (IBEX),2026-05-14 07:00:00,2026-05-15 07:00:00,2.43,2.43,5267.0,12797.76,0.0%,-12.8,TIEMPO_MAX,95.65%
TRE,LONG,Bolsa Española (IBEX),2026-05-14 07:00:00,2026-05-15 08:00:00,29.58,30.36,433.0,12797.76,2.64%,324.67,TIEMPO_MAX,96.73%
CIE,LONG,Bolsa Española (IBEX),2026-05-14 07:00:00,2026-05-15 08:00:00,29.35,28.8,436.0,12797.76,-1.87%,-252.62,TIEMPO_MAX,96.78%
NVDA,LONG,Bolsa Americana (NASDAQ),2026-05-14 13:30:00,2026-05-15 19:30:00,233.03,225.23,42.9129,10000.0,-3.35%,-334.72,TIEMPO_MAX,97.37999725341797%
