Ticker,Direccion,Regimen_Mercado,Fecha_Entrada,Fecha_Salida,Precio_Entrada,Precio_Salida,Volumen_Acciones,Exposicion_EUR,Ganancia_Pct,PnL_Neto_EUR,Motivo_Salida,Confianza_IA
CABK,LONG,Bolsa Española (IBEX),2025-04-07 09:00:00,2025-04-14 12:00:00,5.1996,5.9072,6355.0,33041.28,13.61%,4463.46,TIEMPO_FIX,97.07%
CIE,LONG,Bolsa Española (IBEX),2025-04-07 09:00:00,2025-04-14 12:00:00,20.75,21.6,405.0,8405.58,4.1%,335.92,TIEMPO_FIX,97.36%
GOLD,LONG,Materias Primas,2025-04-11 11:00:00,2025-04-17 09:00:00,3230.8,3335.1001,3.0952,10000.0,3.23%,322.83,TIEMPO_MAX,93.7300033569336%
BTC-USD,LONG,Criptomonedas (ETFs),2025-04-13 02:00:00,2025-04-14 03:00:00,85373.5234,84494.9844,0.1171,10000.0,-1.03%,-102.91,TIEMPO_MAX,94.16999816894531%
REP,LONG,Bolsa Española (IBEX),2025-04-17 09:00:00,2025-05-14 15:00:00,9.3755,10.7595,4208.0,39450.74,14.76%,5784.22,TIEMPO_MAX,94.48%
ROVI,LONG,Bolsa Española (IBEX),2025-04-17 09:00:00,2025-05-14 15:00:00,48.13,52.172,219.0,10520.2,8.4%,872.98,TIEMPO_MAX,94.19%
ENC,LONG,Bolsa Española (IBEX),2025-04-17 09:00:00,2025-04-30 09:00:00,2.922,2.8388,3600.0,10520.2,-2.85%,-310.14,TRAILING_STOP,94.63%
LDA,LONG,Bolsa Española (IBEX),2025-04-17 09:00:00,2025-05-15 09:00:00,1.19,1.262,8841.0,10520.2,6.05%,626.0,TIEMPO_MAX,95.8%
TEF,LONG,Bolsa Española (IBEX),2025-04-17 09:00:00,2025-05-14 09:00:00,3.8412,3.9191,10270.0,39450.74,2.03%,760.66,TRAILING_STOP,95.02%
MRL,LONG,Bolsa Española (IBEX),2025-04-17 09:00:00,2025-05-14 15:00:00,9.1462,10.3966,2094.0,19148.64,13.67%,2598.71,TIEMPO_MAX,94.92%
SHY,LONG,Renta Fija (Bonds),2025-04-17 09:00:00,2025-04-25 16:00:00,79.5061,79.5926,754.66,60000.0,0.11%,65.25,ROTACION_TESORERIA,SMA200_FILTRO
HSBA.L,LONG,Bolsa de Londres (FTSE),2025-04-17 12:00:00,2025-04-30 09:00:00,786.7,828.2096,12.7113,10000.0,5.28%,527.64,TRAILING_STOP,96.43000030517578%
RIO.L,LONG,Bolsa de Londres (FTSE),2025-04-17 12:00:00,2025-04-30 07:00:00,4376.0,4473.4848,2.2852,10000.0,2.23%,222.77,TRAILING_STOP,98.47000122070312%
BARC.L,LONG,Bolsa de Londres (FTSE),2025-04-17 14:00:00,2025-04-30 08:00:00,276.2,297.848,36.2056,10000.0,7.84%,783.78,TRAILING_STOP,93.70999908447266%
AAL.L,LONG,Bolsa de Londres (FTSE),2025-04-17 15:00:00,2025-04-23 13:00:00,2313.9792,2389.0892,4.3216,10000.0,3.25%,324.59,TRAILING_STOP,95.83999633789062%
GOLD,LONG,Materias Primas,2025-04-20 22:00:00,2025-04-23 13:00:00,3360.2,3292.9881,2.976,10000.0,-2.0%,-200.02,TRAILING_STOP,97.02999877929688%
LLOY.L,LONG,Bolsa de Londres (FTSE),2025-04-22 08:00:00,2025-04-30 08:00:00,70.87,71.1376,141.1034,10000.0,0.38%,37.76,TRAILING_STOP,93.94999694824219%
NFLX,LONG,Bolsa Americana (NASDAQ),2025-04-22 17:30:00,2025-05-09 13:30:00,104.82,114.0505,95.4016,10000.0,8.81%,880.61,TIEMPO_MAX,96.31999969482422%
SHEL.L,LONG,Bolsa de Londres (FTSE),2025-04-23 12:00:00,2025-04-30 07:00:00,2475.0,2407.5246,4.0404,10000.0,-2.73%,-272.63,TRAILING_STOP,94.9000015258789%
BP.L,LONG,Bolsa de Londres (FTSE),2025-04-23 14:00:00,2025-04-29 07:00:00,361.75,353.4783,27.6434,10000.0,-2.29%,-228.66,TRAILING_STOP,94.3499984741211%
ETH-USD,LONG,Criptomonedas (ETFs),2025-04-24 03:00:00,2025-04-25 04:00:00,1768.3225,1766.4006,5.6551,10000.0,-0.11%,-10.87,TIEMPO_MAX,94.80999755859375%
ETH-USD,LONG,Criptomonedas (ETFs),2025-04-26 18:00:00,2025-04-27 19:00:00,1804.9447,1807.5945,5.5403,10000.0,0.15%,14.68,TIEMPO_MAX,96.5%
GSK.L,LONG,Bolsa de Londres (FTSE),2025-04-29 10:00:00,2025-05-06 13:00:00,1416.0,1446.4844,7.0621,10000.0,2.15%,215.29,TRAILING_STOP,93.55999755859375%
AZN.L,LONG,Bolsa de Londres (FTSE),2025-04-29 15:00:00,2025-05-01 12:00:00,10606.0,10465.0336,0.9429,10000.0,-1.33%,-132.91,TRAILING_STOP,93.83000183105469%
AAPL,LONG,Bolsa Americana (NASDAQ),2025-04-30 17:30:00,2025-05-05 13:30:00,210.715,201.2694,47.4575,10000.0,-4.48%,-448.27,TRAILING_STOP,95.54000091552734%
AVGO,LONG,Bolsa Americana (NASDAQ),2025-05-01 14:30:00,2025-05-19 17:30:00,198.885,229.465,50.2803,10000.0,15.38%,1537.57,TIEMPO_MAX,96.04000091552734%
TSLA,LONG,Bolsa Americana (NASDAQ),2025-05-01 15:30:00,2025-05-05 13:30:00,284.1306,276.5331,35.1951,10000.0,-2.67%,-267.39,TRAILING_STOP,96.4800033569336%
AMD,LONG,Bolsa Americana (NASDAQ),2025-05-01 15:30:00,2025-05-07 17:30:00,98.65,97.0183,101.3685,10000.0,-1.65%,-165.4,TRAILING_STOP,99.43000030517578%
META,LONG,Bolsa Americana (NASDAQ),2025-05-01 17:30:00,2025-05-20 13:30:00,577.8,638.1199,17.307,10000.0,10.44%,1043.96,TIEMPO_MAX,96.58000183105469%
NVDA,LONG,Bolsa Americana (NASDAQ),2025-05-01 17:30:00,2025-05-20 13:30:00,113.67,132.95,87.974,10000.0,16.96%,1696.14,TIEMPO_MAX,95.5%
GOOGL,LONG,Bolsa Americana (NASDAQ),2025-05-01 19:30:00,2025-05-07 14:30:00,161.25,155.1524,62.0155,10000.0,-3.78%,-378.15,TRAILING_STOP,96.0%
PHM,LONG,Bolsa Española (IBEX),2025-05-02 09:00:00,2025-05-07 09:00:00,75.85,73.6155,133.0,10075.57,-2.95%,-306.9,TRAILING_STOP,96.39%
GOLD,LONG,Materias Primas,2025-05-07 07:00:00,2025-05-13 05:00:00,3396.0,3261.0,2.9446,10000.0,-3.98%,-397.53,TIEMPO_MAX,94.61000061035156%
DOM,LONG,Bolsa Española (IBEX),2025-05-08 09:00:00,2025-05-30 17:00:00,3.075,3.08,3138.0,9649.92,0.16%,6.04,TIEMPO_MAX,95.12%
HSBA.L,LONG,Bolsa de Londres (FTSE),2025-05-09 14:00:00,2025-05-23 11:00:00,851.0,856.7454,11.7509,10000.0,0.68%,67.51,TRAILING_STOP,94.94000244140625%
ETH-USD,LONG,Criptomonedas (ETFs),2025-05-10 10:00:00,2025-05-11 11:00:00,2401.7866,2532.9658,4.1636,10000.0,5.46%,546.17,TIEMPO_MAX,97.33000183105469%
MSFT,LONG,Bolsa Americana (NASDAQ),2025-05-12 15:30:00,2025-05-29 18:30:00,444.0,458.075,22.5225,10000.0,3.17%,317.0,TIEMPO_MAX,97.62000274658203%
GLEN.L,LONG,Bolsa de Londres (FTSE),2025-05-14 13:00:00,2025-05-19 07:00:00,274.4,264.8608,36.4431,10000.0,-3.48%,-347.64,TRAILING_STOP,95.79000091552734%
BARC.L,LONG,Bolsa de Londres (FTSE),2025-05-15 08:00:00,2025-05-23 11:00:00,321.398,318.217,31.1141,10000.0,-0.99%,-98.98,TRAILING_STOP,94.22000122070312%
TRE,LONG,Bolsa Española (IBEX),2025-05-15 09:00:00,2025-06-06 15:00:00,17.28,19.63,655.0,11322.24,13.6%,1528.45,TIEMPO_MAX,97.02%
ELE,LONG,Bolsa Española (IBEX),2025-05-15 09:00:00,2025-06-06 15:00:00,24.4334,25.8035,927.0,22644.48,5.61%,1247.14,TIEMPO_MAX,96.44%
GRF,LONG,Bolsa Española (IBEX),2025-05-15 09:00:00,2025-05-23 14:00:00,8.5122,8.9326,4988.0,42458.4,4.94%,2054.53,TRAILING_STOP,96.68%
VIS,LONG,Bolsa Española (IBEX),2025-05-15 09:00:00,2025-06-06 15:00:00,61.6,62.2,184.0,11322.24,0.97%,98.96,TIEMPO_MAX,96.73%
CIE,LONG,Bolsa Española (IBEX),2025-05-15 09:00:00,2025-06-06 17:00:00,24.05,23.95,471.0,11322.24,-0.42%,-58.4,TIEMPO_MAX,96.78%
LOG,LONG,Bolsa Española (IBEX),2025-05-15 09:00:00,2025-06-06 15:00:00,25.9818,26.5011,872.0,22644.48,2.0%,429.95,TIEMPO_MAX,97.17%
TSLA,LONG,Bolsa Americana (NASDAQ),2025-05-16 15:30:00,2025-05-21 18:30:00,347.66,333.0071,28.7637,10000.0,-4.21%,-421.47,TRAILING_STOP,98.91999816894531%
GOOGL,LONG,Bolsa Americana (NASDAQ),2025-05-19 17:30:00,2025-06-03 13:30:00,165.48,165.8279,60.4303,10000.0,0.21%,21.03,TRAILING_STOP,98.43000030517578%
ETH-USD,LONG,Criptomonedas (ETFs),2025-05-21 13:00:00,2025-05-22 14:00:00,2554.2129,2660.1213,3.9151,10000.0,4.15%,414.64,TIEMPO_MAX,92.73999786376953%
NVDA,LONG,Bolsa Americana (NASDAQ),2025-05-21 15:30:00,2025-05-30 15:30:00,137.085,134.608,72.9474,10000.0,-1.81%,-180.69,TRAILING_STOP,98.3499984741211%
AVGO,LONG,Bolsa Americana (NASDAQ),2025-05-21 15:30:00,2025-06-06 13:30:00,236.155,248.9999,42.3451,10000.0,5.44%,543.92,TRAILING_STOP,98.2699966430664%
SHY,LONG,Renta Fija (Bonds),2025-05-22 09:00:00,2025-05-30 16:00:00,79.4558,79.6582,755.14,60000.0,0.25%,152.83,ROTACION_TESORERIA,SMA200_FILTRO
NFLX,LONG,Bolsa Americana (NASDAQ),2025-05-22 13:30:00,2025-06-10 15:30:00,119.194,118.4642,83.8968,10000.0,-0.61%,-61.23,TRAILING_STOP,97.73999786376953%
GSK.L,LONG,Bolsa de Londres (FTSE),2025-05-23 10:00:00,2025-06-11 12:00:00,1445.64,1518.0,6.9174,10000.0,5.01%,500.54,TIEMPO_MAX,94.94000244140625%
LDA,LONG,Bolsa Española (IBEX),2025-05-26 09:00:00,2025-06-16 14:00:00,1.344,1.3608,8547.0,11486.6,1.25%,132.1,TRAILING_STOP,96.48%
ALM,LONG,Bolsa Española (IBEX),2025-05-26 09:00:00,2025-06-13 09:00:00,10.88,10.773,1056.0,11486.6,-0.98%,-124.45,TRAILING_STOP,95.21%
MRL,LONG,Bolsa Española (IBEX),2025-05-26 09:00:00,2025-06-17 15:00:00,10.426,10.8,2203.0,22973.2,3.59%,801.12,TIEMPO_MAX,96.19%
BTC-USD,LONG,Criptomonedas (ETFs),2025-05-27 18:00:00,2025-05-28 19:00:00,109912.7109,107142.9922,0.091,10000.0,-2.52%,-251.99,TIEMPO_MAX,93.45999908447266%
FCC,LONG,Bolsa Española (IBEX),2025-06-02 09:00:00,2025-06-18 09:00:00,12.22,11.8125,940.0,11487.09,-3.33%,-394.55,TRAILING_STOP,97.07%
ETH-USD,LONG,Criptomonedas (ETFs),2025-06-04 16:00:00,2025-06-05 17:00:00,2659.939,2570.1799,3.7595,10000.0,-3.37%,-337.45,TIEMPO_MAX,95.94000244140625%
MSFT,LONG,Bolsa Americana (NASDAQ),2025-06-04 19:30:00,2025-06-24 15:30:00,463.889,490.7,21.5569,10000.0,5.78%,577.96,TIEMPO_MAX,95.68000030517578%
GLEN.L,LONG,Bolsa de Londres (FTSE),2025-06-05 14:00:00,2025-06-12 07:00:00,294.35,285.9504,33.9732,10000.0,-2.85%,-285.36,TRAILING_STOP,93.5199966430664%
BTC-USD,LONG,Criptomonedas (ETFs),2025-06-08 07:00:00,2025-06-09 08:00:00,105473.5078,106003.6094,0.0948,10000.0,0.5%,50.26,TIEMPO_MAX,94.1500015258789%
ACX,LONG,Bolsa Española (IBEX),2025-06-09 09:00:00,2025-07-01 15:00:00,10.074,10.38,2332.0,23493.55,3.04%,690.13,TIEMPO_MAX,96.09%
ANA,LONG,Bolsa Española (IBEX),2025-06-09 09:00:00,2025-06-13 09:00:00,144.7554,141.0885,162.0,23493.55,-2.53%,-618.63,TRAILING_STOP,96.14%
SLR,LONG,Bolsa Española (IBEX),2025-06-09 09:00:00,2025-06-30 12:00:00,8.72,9.7052,2694.0,23493.55,11.3%,2630.71,TRAILING_STOP,96.24%
