Ticker,Direccion,Regimen_Mercado,Fecha_Entrada,Fecha_Salida,Precio_Entrada,Precio_Salida,Volumen_Acciones,Exposicion_EUR,Ganancia_Pct,PnL_Neto_EUR,Motivo_Salida,Confianza_IA
UNI,LONG,BULL,2025-12-15 09:00:00,2026-01-08 08:00:00,2.72,2.7084,8888,24176.51,-0.43%,-127.55,TRAILING_STOP,96.24%
NTGY,LONG,BULL,2025-12-15 09:00:00,2026-01-12 11:00:00,24.6,25.38,983,24176.51,3.17%,742.39,TIEMPO_MAX,98.49%
SCYR,LONG,BULL,2025-12-15 09:00:00,2026-01-12 11:00:00,3.816,4.014,3300,12591.93,5.19%,640.76,TIEMPO_MAX,97.61%
ENC,LONG,BULL,2025-12-18 09:00:00,2026-01-08 09:00:00,2.27,2.3625,5316,12066.88,4.07%,479.65,TRAILING_STOP,96.48%
FDR,LONG,BULL,2025-12-18 09:00:00,2026-01-15 11:00:00,23.04,24.76,524,12066.88,7.47%,888.76,TIEMPO_MAX,96.39%
CIE,LONG,BULL,2025-12-18 16:00:00,2026-01-16 09:00:00,29.65,29.85,390,11549.55,0.67%,66.36,TIEMPO_MAX,95.21%
ALM,LONG,BULL,2025-12-22 09:00:00,2026-01-13 15:00:00,12.88,12.9654,976,12570.06,0.66%,70.77,TRAILING_STOP,96.14%
ACS,LONG,BULL,2026-01-08 08:00:00,2026-01-21 13:00:00,92.1,91.4287,251,23150.32,-0.73%,-191.88,TRAILING_STOP,95.65%
ITX,LONG,BULL,2026-01-08 12:00:00,2026-01-26 12:00:00,56.54,54.5454,846,47851.9,-3.53%,-1735.95,TRAILING_STOP,95.85%
FCC,LONG,BULL,2026-01-12 11:00:00,2026-02-04 16:00:00,11.06,11.3,1167,12902.53,2.17%,267.08,TIEMPO_MAX,94.48%
AENA,LONG,BULL,2026-01-12 11:00:00,2026-02-04 08:00:00,25.12,26.77,1027,25805.05,6.57%,1669.19,TIEMPO_MAX,93.99%
LDA,LONG,BULL,2026-01-15 08:00:00,2026-01-26 10:00:00,1.118,1.1491,11546,12908.19,2.78%,346.4,TRAILING_STOP,97.51%
MEL,LONG,BULL,2026-01-15 08:00:00,2026-01-20 15:00:00,7.785,7.4191,1658,12908.19,-4.7%,-619.59,TRAILING_STOP,96.44%
BKT,LONG,BULL,2026-01-19 08:00:00,2026-02-10 14:00:00,14.215,14.455,1827,25969.19,1.69%,412.48,TIEMPO_MAX,97.07%
MAP,LONG,BULL,2026-01-22 08:00:00,2026-02-12 08:00:00,3.922,3.7951,6325,24805.78,-3.24%,-827.29,TRAILING_STOP,97.27%
MRL,LONG,BULL,2026-01-27 09:00:00,2026-02-18 15:00:00,12.45,13.68,1975,24592.35,9.88%,2405.01,TIEMPO_MAX,93.02%
FDR,LONG,BULL,2026-01-29 08:00:00,2026-02-19 09:00:00,24.92,24.7779,514,12808.51,-0.57%,-85.85,TRAILING_STOP,95.95%
LOG,LONG,BULL,2026-01-29 08:00:00,2026-02-20 14:00:00,30.48,33.48,420,12808.51,9.84%,1247.87,TIEMPO_MAX,95.65%
DOM,LONG,BULL,2026-01-29 08:00:00,2026-02-04 08:00:00,3.45,3.3595,3713,12808.51,-2.62%,-348.89,TRAILING_STOP,98.1%
TRE,LONG,BULL,2026-02-05 08:00:00,2026-02-26 08:00:00,30.66,33.642,405,12418.08,9.73%,1195.37,TRAILING_STOP,97.66%
IDR,LONG,BULL,2026-02-05 08:00:00,2026-02-13 08:00:00,45.68,49.707,1019,46567.82,8.82%,4058.7,TRAILING_STOP,97.56%
CLNX,LONG,BULL,2026-02-12 08:00:00,2026-03-03 09:00:00,28.95,30.9109,1604,46448.35,6.77%,3099.76,TRAILING_STOP,96.58%
MAP,LONG,BULL,2026-02-16 08:00:00,2026-03-02 08:00:00,3.864,3.8254,6572,25395.87,-1.0%,-279.36,TRAILING_STOP,97.22%
NTGY,LONG,BULL,2026-02-16 08:00:00,2026-02-18 16:00:00,25.98,25.3827,978,25395.87,-2.3%,-609.27,TRAILING_STOP,96.88%
BBVA,LONG,BULL,2026-02-19 08:00:00,2026-03-02 08:00:00,19.845,19.2402,2527,50140.03,-3.05%,-1578.22,TRAILING_STOP,97.12%
ROVI,LONG,BULL,2026-02-19 09:00:00,2026-02-25 08:00:00,79.05,78.1987,156,12316.08,-1.08%,-144.94,TRAILING_STOP,93.02%
FCC,LONG,BULL,2026-02-23 08:00:00,2026-03-02 08:00:00,11.82,11.529,1139,13463.64,-2.46%,-344.93,TRAILING_STOP,97.36%
FDR,LONG,BULL,2026-02-26 08:00:00,2026-03-03 08:00:00,22.7,21.8673,573,13005.76,-3.67%,-490.09,TRAILING_STOP,96.68%
ALM,LONG,BULL,2026-02-26 08:00:00,2026-03-02 08:00:00,13.16,12.5415,988,13005.76,-4.7%,-624.28,TRAILING_STOP,96.09%
ROVI,LONG,BULL,2026-03-02 08:00:00,2026-03-09 08:00:00,82.2,79.38,143,11786.04,-3.43%,-416.12,TRAILING_STOP,96.78%
IAG,LONG,BULL,2026-03-02 08:00:00,2026-03-03 08:00:00,4.539,4.4056,10566,47957.5,-2.94%,-1457.52,TRAILING_STOP,96.97%
ANE,LONG,BULL,2026-03-02 08:00:00,2026-03-03 08:00:00,21.86,20.8326,539,11786.04,-4.7%,-565.73,TRAILING_STOP,97.12%
GRF,LONG,BULL,2026-03-02 08:00:00,2026-03-03 09:00:00,10.35,10.0831,2372,24554.24,-2.58%,-657.63,TRAILING_STOP,97.66%
TRE,LONG,BULL,2026-03-05 08:00:00,2026-03-05 09:00:00,30.82,30.9393,352,10857.37,0.39%,31.17,TRAILING_STOP,96.88%
VIS,LONG,BULL,2026-03-05 08:00:00,2026-03-23 08:00:00,59.9,57.0847,181,10857.37,-4.7%,-521.15,TRAILING_STOP,96.88%
CIE,LONG,BULL,2026-03-05 08:00:00,2026-03-09 08:00:00,29.55,28.2555,367,10857.37,-4.38%,-486.49,TRAILING_STOP,96.73%
PHM,LONG,BULL,2026-03-05 08:00:00,2026-03-09 08:00:00,81.25,77.49,134,10857.37,-4.63%,-513.3,TRAILING_STOP,96.88%
SAB,LONG,BULL,2026-03-05 08:00:00,2026-03-09 08:00:00,3.051,2.9191,15712,47937.0,-4.32%,-2120.26,TRAILING_STOP,97.31%
ACX,LONG,BULL,2026-03-05 08:00:00,2026-03-09 08:00:00,12.88,12.3322,1829,23561.99,-4.25%,-1025.59,TRAILING_STOP,96.97%
BKT,LONG,BULL,2026-03-05 08:00:00,2026-03-09 08:00:00,13.525,12.9654,1742,23561.99,-4.14%,-998.44,TRAILING_STOP,97.02%
DOM,LONG,BULL,2026-03-05 08:00:00,2026-03-19 08:00:00,3.09,2.972,3514,10857.37,-3.82%,-425.39,TRAILING_STOP,96.97%
FCC,LONG,BULL,2026-03-05 12:00:00,2026-03-09 08:00:00,11.02,10.6407,1153,12705.5,-3.44%,-450.02,TRAILING_STOP,95.02%
NTGY,LONG,BULL,2026-03-09 08:00:00,2026-03-24 08:00:00,24.84,25.1937,843,20934.71,1.42%,277.16,TRAILING_STOP,96.34%
TRE,LONG,BULL,2026-03-09 08:00:00,2026-03-12 08:00:00,28.76,30.5991,362,10401.78,6.39%,654.76,TRAILING_STOP,97.22%
MTS,LONG,BULL,2026-03-09 08:00:00,2026-03-12 13:00:00,43.77,46.9665,478,20934.71,7.3%,1507.92,TRAILING_STOP,96.0%
SCYR,LONG,BULL,2026-03-09 08:00:00,2026-03-20 14:00:00,3.954,4.0616,5295,20934.71,2.72%,548.81,TRAILING_STOP,97.71%
BBVA,LONG,BULL,2026-03-09 08:00:00,2026-03-12 12:00:00,17.745,18.1062,2500,44366.43,2.04%,858.71,TRAILING_STOP,97.75%
MAP,LONG,BULL,2026-03-09 08:00:00,2026-03-31 13:00:00,3.576,3.854,5854,20934.71,7.77%,1606.54,TIEMPO_MAX,97.31%
IDR,LONG,BULL,2026-03-12 12:00:00,2026-03-13 08:00:00,61.8,58.8954,786,48594.69,-4.7%,-2332.54,TRAILING_STOP,95.12%
AENA,LONG,BULL,2026-03-12 14:00:00,2026-03-23 08:00:00,25.68,24.7684,972,24954.78,-3.55%,-910.76,TRAILING_STOP,93.41%
MRL,LONG,BULL,2026-03-13 11:00:00,2026-03-20 14:00:00,13.69,13.8348,1797,24598.75,1.06%,235.58,TRAILING_STOP,95.95%
FDR,LONG,BULL,2026-03-16 08:00:00,2026-03-19 08:00:00,20.08,19.3914,609,12222.32,-3.43%,-431.36,TRAILING_STOP,96.04%
LDA,LONG,BULL,2026-03-16 08:00:00,2026-03-23 08:00:00,1.174,1.134,10411,12222.32,-3.41%,-428.66,TRAILING_STOP,96.04%
MTS,LONG,BULL,2026-03-19 08:00:00,2026-03-20 15:00:00,42.86,41.8352,571,24467.98,-2.39%,-609.54,TRAILING_STOP,96.34%
CLNX,LONG,BULL,2026-03-23 08:00:00,2026-04-16 13:00:00,25.02,29.75,1826,45681.19,18.9%,8590.29,TIEMPO_MAX,97.17%
FCC,LONG,BULL,2026-03-23 08:00:00,2026-04-17 09:00:00,10.3,11.46,992,10217.22,11.26%,1140.46,TIEMPO_MAX,97.12%
SAN,LONG,BULL,2026-03-23 08:00:00,2026-03-23 11:00:00,9.048,9.3659,5049,45681.19,3.51%,1559.29,TRAILING_STOP,96.48%
ALM,LONG,BULL,2026-03-23 08:00:00,2026-04-16 13:00:00,11.08,12.74,922,10217.22,14.98%,1520.52,TIEMPO_MAX,96.34%
REP,LONG,BULL,2026-03-23 11:00:00,2026-04-01 07:00:00,22.59,23.3509,2127,48052.36,3.37%,1570.6,TRAILING_STOP,93.26%
FDR,LONG,BULL,2026-03-26 08:00:00,2026-04-21 15:00:00,19.52,21.3,529,10335.51,9.12%,932.14,TIEMPO_MAX,97.36%
VIS,LONG,BULL,2026-03-26 08:00:00,2026-04-16 07:00:00,57.8,58.8735,179,10335.51,1.86%,181.62,TRAILING_STOP,96.83%
ACS,LONG,BULL,2026-04-02 07:00:00,2026-04-28 15:00:00,108.5,119.0,452,49088.64,9.68%,4701.43,TIEMPO_MAX,97.22%
AENA,LONG,BULL,2026-04-02 07:00:00,2026-04-23 07:00:00,25.79,25.6851,1015,26180.61,-0.41%,-132.67,TRAILING_STOP,96.78%
ENG,LONG,BULL,2026-04-16 13:00:00,2026-05-12 12:00:00,16.9,16.54,1647,27827.4,-2.13%,-620.6,TIEMPO_MAX,93.16%
SLR,LONG,BULL,2026-04-16 13:00:00,2026-04-17 14:00:00,23.89,23.247,1165,27827.4,-2.69%,-776.8,TRAILING_STOP,96.0%
ROVI,LONG,BULL,2026-04-16 15:00:00,2026-04-24 07:00:00,83.9,81.9315,166,13913.7,-2.35%,-340.36,TRAILING_STOP,95.41%
VIS,LONG,BULL,2026-04-20 09:00:00,2026-05-14 07:00:00,58.8,58.2,237,13942.79,-1.02%,-156.22,TIEMPO_MAX,97.85%
ACX,LONG,BULL,2026-04-20 09:00:00,2026-05-08 07:00:00,13.4,14.364,1998,26770.16,7.19%,1899.08,TRAILING_STOP,97.12%
FCC,LONG,BULL,2026-04-23 08:00:00,2026-05-15 07:00:00,11.08,11.38,1264,14006.75,2.71%,365.24,TIEMPO_MAX,96.92%
UNI,LONG,BULL,2026-04-23 09:00:00,2026-05-05 07:00:00,2.694,2.6233,9583,25817.24,-2.62%,-703.16,TRAILING_STOP,96.34%
MAP,LONG,BULL,2026-04-27 07:00:00,2026-05-15 08:00:00,4.048,4.188,3315,13420.34,3.46%,450.72,TIEMPO_MAX,95.95%
AMS,LONG,BULL,2026-04-30 07:00:00,2026-05-12 07:00:00,48.28,50.8032,1115,53833.63,5.23%,2759.61,TRAILING_STOP,96.73%
AENA,LONG,BULL,2026-05-07 07:00:00,2026-05-12 07:00:00,24.34,23.2092,1040,25302.36,-4.65%,-1200.81,TRAILING_STOP,98.29%
ROVI,LONG,BULL,2026-05-11 07:00:00,2026-05-13 08:00:00,62.85,60.1493,221,13873.26,-4.3%,-610.03,TRAILING_STOP,98.68%
DOM,LONG,BULL,2026-05-11 07:00:00,2026-05-14 11:00:00,3.3,3.1468,4204,13873.26,-4.64%,-657.72,TRAILING_STOP,95.8%
GRF,LONG,BULL,2026-05-14 07:00:00,2026-05-15 08:00:00,9.044,9.124,2948,26662.01,0.88%,209.18,TIEMPO_MAX,96.58%
TRE,LONG,BULL,2026-05-14 07:00:00,2026-05-15 08:00:00,29.58,30.36,433,12797.76,2.64%,324.67,TIEMPO_MAX,96.73%
BBVA,LONG,BULL,2026-05-14 07:00:00,2026-05-15 08:00:00,18.785,18.7,2888,54244.0,-0.45%,-299.69,TIEMPO_MAX,96.53%
CIE,LONG,BULL,2026-05-14 07:00:00,2026-05-15 08:00:00,29.35,28.8,436,12797.76,-1.87%,-252.62,TIEMPO_MAX,96.78%
FDR,LONG,BULL,2026-05-14 07:00:00,2026-05-15 08:00:00,18.7,18.4,684,12797.76,-1.6%,-218.11,TIEMPO_MAX,96.73%
ENC,LONG,BULL,2026-05-14 07:00:00,2026-05-15 07:00:00,2.43,2.43,5267,12797.76,0.0%,-12.8,TIEMPO_MAX,95.65%
